key,vector,model,comb,real
electrocution,0.09676488488912582,0.0,0.023600161507682613,False
hypoglycemia,0.08518930524587631,0.0,0.02077697260564702,False
food poisoning,0.9094667602422777,0.97,0.4433298116327074,True
hypoglycemia,0.5220594309500615,0.04,0.1325789351110187,False
choking,0.33981630206108093,0.04,0.0895913102640158,False
burn intoxication inhalation,0.19750072062015533,0.02,0.05130420794996221,False
fire,0.15082693099975586,0.06,0.04972999022083003,False
hemorrhage,0.19956520199775696,0.0,0.04707356644003852,False
epilepsy,0.17927272617816925,0.0,0.042286964371322275,False
cardiopulmonary,0.1510101705789566,0.0,0.03562037482842305,False
sting,0.14813333749771118,0.0,0.03494178561631968,False
chemical burn,0.12068217247724533,0.0,0.028466587397835256,False
severe burn,0.10300567001104355,0.0,0.02429704278314032,False
electrocution,0.08809296041727066,0.0,0.020779423384386837,False
food poisoning,1.0297884282123382,0.97,0.44036907720509183,True
choking,0.36451786756515503,0.03,0.0868759248876606,False
hypoglycemia,0.38397738337516785,0.0,0.0845548277003002,False
burn intoxication inhalation,0.26481449604034424,0.1,0.08033500979698079,False
cardiopulmonary,0.2563740909099579,0.01,0.05865766145582883,False
hemorrhage,0.20970967411994934,0.03,0.05278594800335893,False
epilepsy,0.21550555527210236,0.0,0.04745601143046013,False
sting,0.17553427815437317,0.0,0.03865402309473485,False
severe burn,0.15010400116443634,0.0,0.0330540768938564,False
electrocution,0.12443462014198303,0.0,0.027401478111999965,False
chemical burn,0.11440533399581909,0.0,0.02519295073835168,False
fire,0.1119987890124321,0.0,0.02466301068137574,False
food poisoning,1.2318730496873664,0.95,0.3928220136971877,True
choking,0.533979285492913,0.37,0.16275143199497907,False
severe burn,0.4129872380918372,0.11,0.09415804463719968,False
hypoglycemia,0.3783400058746338,0.05,0.07711786149925105,False
burn intoxication inhalation,0.2263069897890091,0.03,0.04614522731650663,False
sting,0.23448628187179565,0.0,0.0422166511669611,False
cardiopulmonary,0.21350452303886414,0.0,0.038439118483819014,False
epilepsy,0.20593997836112976,0.0,0.03707720621608385,False
hemorrhage,0.18203483521938324,0.02,0.03637412855859299,False
chemical burn,0.15540465712547302,0.0,0.027978882803789365,False
electrocution,0.12917330861091614,0.0,0.023256219793236377,False
fire,0.11032518744468689,0.01,0.02166321383239328,False
food poisoning,0.8717214932494998,0.97,0.44353719510766937,True
severe burn,0.3461028285693397,0.14,0.1170669321652647,False
hypoglycemia,0.34850987792015076,0.04,0.09356386519673555,False
choking,0.24038538336753845,0.04,0.06752451276908632,False
burn intoxication inhalation,0.18734793365001678,0.01,0.04752681079753515,False
epilepsy,0.17993775010108948,0.0,0.043333959703651115,False
hemorrhage,0.14522135257720947,0.01,0.0373815713153473,False
cardiopulmonary,0.1368110328912735,0.0,0.03294785992930695,False
electrocution,0.12502381205558777,0.01,0.03251744799166951,False
sting,0.1275826394557953,0.0,0.030725408948132707,False
chemical burn,0.11730610579252243,0.0,0.028250536969310607,False
fire,0.10639938712120056,0.0,0.02562389910629078,False
food poisoning,0.9624910961767642,0.9,0.420897661428001,True
choking,0.47473007822375657,0.29,0.17281859881572462,False
hypoglycemia,0.2806713283061981,0.05,0.07472722370113304,False
burn intoxication inhalation,0.18251247704029083,0.04,0.050284794068041885,False
severe burn,0.20749914646148682,0.01,0.04915184952891598,False
fire,0.1576690673828125,0.05,0.0469303853273638,False
sting,0.19117389619350433,0.0,0.04320270094128209,False
epilepsy,0.14474612474441528,0.01,0.03497051994163659,False
cardiopulmonary,0.1522841900587082,0.0,0.03441415618025823,False
hemorrhage,0.12414225190877914,0.0,0.028054460834776477,False
chemical burn,0.11021876335144043,0.0,0.024907941753566757,False
electrocution,0.08690658956766129,0.0,0.01963970747929962,False
food poisoning,0.7161123547542958,0.43,0.3468848293967931,True
choking,0.3639446198940277,0.02,0.1162055041264332,False
burn intoxication inhalation,0.2077212631702423,0.07,0.08405571460341184,False
cardiopulmonary,0.21248677372932434,0.06,0.08247143277522981,False
epilepsy,0.19736313819885254,0.0,0.0597343517320356,False
severe burn,0.16273219883441925,0.02,0.05530612016791961,False
hypoglycemia,0.18081676959991455,0.0,0.05472639223768957,False
hemorrhage,0.15588058531284332,0.01,0.05020577458902065,False
fire,0.1259436160326004,0.02,0.04417160860278207,False
sting,0.13370896875858307,0.0,0.04046864395470682,False
chemical burn,0.12133101373910904,0.0,0.03672230547628433,False
electrocution,0.09597276151180267,0.0,0.029047322337693353,False
food poisoning,0.9799978777222818,0.76,0.3502364039801989,True
hypoglycemia,0.5822557323123897,0.18,0.153431053000971,False
burn intoxication inhalation,0.2642131745815277,0.16,0.08538797586405585,False
choking,0.34640035033226013,0.03,0.07576394594792654,False
hemorrhage,0.2816919982433319,0.05,0.06676480137195479,False
sting,0.22617383301258087,0.03,0.051564087069806516,False
cardiopulmonary,0.22489158809185028,0.03,0.05130598971474168,False
epilepsy,0.2072393000125885,0.03,0.04775283946205501,False
severe burn,0.22556346654891968,0.01,0.04741551842649526,False
fire,0.09295015037059784,0.03,0.0247480868143311,False
electrocution,0.11526310443878174,0.0,0.02320079566020959,False
chemical burn,0.11142630130052567,0.0,0.022428502687253892,False
food poisoning,0.6601060957727475,0.29,0.33818842750793454,True
choking,0.23365552723407745,0.07,0.10808559772039203,False
burn intoxication inhalation,0.16063931584358215,0.13,0.10345250244624556,False
hypoglycemia,0.23331741988658905,0.02,0.0901678457521481,False
epilepsy,0.16700991988182068,0.0,0.05944685802391538,False
cardiopulmonary,0.15669046342372894,0.01,0.0593331481154115,False
chemical burn,0.1370817869901657,0.01,0.05235347765746636,False
sting,0.13680481910705566,0.0,0.048695410812719116,False
hemorrhage,0.12185186892747879,0.0,0.04337293711179768,False
fire,0.11005084961652756,0.01,0.04273186777081357,False
severe burn,0.08015599101781845,0.0,0.028531369999903647,False
electrocution,0.07203454524278641,0.0,0.025640557081252516,False
food poisoning,0.5146378874778748,0.8,0.4034030381508528,True
hypoglycemia,0.3548039495944977,0.02,0.11501041725446552,False
hemorrhage,0.26523256301879883,0.05,0.09673064716690193,False
epilepsy,0.1882409155368805,0.01,0.06083119037958664,False
choking,0.1940043419599533,0.0,0.05953117714509752,False
burn intoxication inhalation,0.17376835644245148,0.02,0.05945876383978614,False
cardiopulmonary,0.14029884338378906,0.0,0.04305138335747509,False
severe burn,0.11728604882955551,0.0,0.03598979527459287,False
chemical burn,0.10740762948989868,0.0,0.03295855419162753,False
sting,0.10319730639457703,0.0,0.031666596045260745,False
electrocution,0.1009882390499115,0.0,0.030988732972237976,False
fire,0.09900349378585815,0.0,0.030379704222115243,False
food poisoning,1.1079184980269163,0.98,0.4679416263607371,True
hypoglycemia,0.36011600494384766,0.0,0.0807087389623687,False
burn intoxication inhalation,0.24370653927326202,0.1,0.07703107048016458,False
choking,0.2846096158027649,0.04,0.07275109238920188,False
cardiopulmonary,0.21991978585720062,0.04,0.05825289034619444,False
sting,0.1988924890756607,0.0,0.04457553055684456,False
epilepsy,0.19328530132770538,0.0,0.043318854802226865,False
hemorrhage,0.1735343039035797,0.01,0.04113347371690353,False
severe burn,0.15151600539684296,0.0,0.033957573560501546,False
electrocution,0.12673543393611908,0.01,0.030644970767620374,False
chemical burn,0.118992879986763,0.0,0.02666853224346311,False
fire,0.10269398987293243,0.0,0.023015645813773317,False
food poisoning,0.7700526575217078,0.58,0.3767580295027128,True
choking,0.26387301087379456,0.07,0.09317365287948115,False
hypoglycemia,0.3072723150253296,0.0,0.08575021965602,False
epilepsy,0.2073483169078827,0.03,0.06623658987357792,False
cardiopulmonary,0.22360017895698547,0.01,0.06519060025175336,False
burn intoxication inhalation,0.18256992101669312,0.02,0.05653101295979805,False
hemorrhage,0.18000183999538422,0.01,0.053023649440429074,False
sting,0.18284286558628082,0.0,0.05102580063312004,False
fire,0.13883547484874725,0.02,0.044326078827913784,False
severe burn,0.14594613015651703,0.0,0.04072906053327899,False
electrocution,0.12571655213832855,0.0,0.035083609661906934,False
chemical burn,0.11528217047452927,0.0,0.032171695780007815,False
food poisoning,0.9725352894699535,0.85,0.3321613348384608,True
hypoglycemia,0.6408986539245981,0.37,0.18423865272405932,False
choking,0.4855410194363708,0.24,0.1322315539723411,False
hemorrhage,0.484403802840848,0.09,0.1046864414589156,False
severe burn,0.21864648163318634,0.01,0.041671358016603634,False
epilepsy,0.21120139956474304,0.0,0.038491950857960436,False
sting,0.21029424667358398,0.0,0.038326620114039645,False
burn intoxication inhalation,0.1724640429019928,0.03,0.03689954709556038,False
cardiopulmonary,0.13582703471183777,0.0,0.024754795925051837,False
fire,0.11955484002828598,0.01,0.02361167372023507,False
chemical burn,0.12314240634441376,0.0,0.02244299262840416,False
electrocution,0.11238855868577957,0.0,0.020483078648368014,False
food poisoning,0.6082751823105212,0.27,0.21091909409775295,True
epilepsy,0.5150060720396813,0.15,0.15970219938939786,False
severe burn,0.41076357263197166,0.13,0.12986517797365474,False
hypoglycemia,0.33392444252967834,0.08,0.09940457182633897,False
choking,0.26108115911483765,0.06,0.07710811893169756,False
burn intoxication inhalation,0.22868429124355316,0.07,0.07172947772996062,False
cardiopulmonary,0.218275785446167,0.04,0.06202531483399125,False
sting,0.1948128193616867,0.01,0.0491861038424519,False
hemorrhage,0.1651417464017868,0.01,0.042060551446508436,False
chemical burn,0.1565506011247635,0.01,0.039997375103161315,False
electrocution,0.12178805470466614,0.0,0.029247582861966562,False
fire,0.11973455548286438,0.0,0.028754431963117943,False
sting,0.49323184221651745,0.59,0.3406699293325149,True
chemical burn,0.516428903738496,0.01,0.16555873862443232,False
severe burn,0.40923934699132486,0.0,0.12870332461271267,False
hemorrhage,0.16831740736961365,0.0,0.05293481694251847,False
choking,0.1678236722946167,0.0,0.052779540217303286,False
food poisoning,0.15397392213344574,0.0,0.04842387670668796,False
cardiopulmonary,0.1362648457288742,0.01,0.04599941832980856,False
epilepsy,0.11969377100467682,0.0,0.03764297440358581,False
hypoglycemia,0.11224415898323059,0.0,0.035300116021849404,False
electrocution,0.10112401843070984,0.0,0.03180289839164825,False
burn intoxication inhalation,0.09599560499191284,0.0,0.030190043067705806,False
fire,0.09537327289581299,0.0,0.029994323349232726,False
sting,0.7072272010404318,0.87,0.5044690137818377,True
hemorrhage,0.247102290391922,0.17,0.13340828825508233,False
chemical burn,0.13977544009685516,0.01,0.047904999675734326,False
epilepsy,0.14781467616558075,0.0,0.04727785816687847,False
hypoglycemia,0.1478109061717987,0.0,0.04727665235135364,False
choking,0.1306721717119217,0.0,0.04179490535590519,False
severe burn,0.11691263318061829,0.0,0.03739397895265716,False
fire,0.11535055935382843,0.0,0.03689435667735321,False
food poisoning,0.08656548708677292,0.0,0.02768758100887539,False
electrocution,0.08405853807926178,0.0,0.026885744664316886,False
burn intoxication inhalation,0.08051097393035889,0.0,0.02575107225545639,False
cardiopulmonary,0.07270869612693787,0.0,0.02325554885454921,False
sting,0.6874994181561656,0.98,0.41812848753530474,True
severe burn,0.46374285706451823,0.03,0.12380691219912186,False
chemical burn,0.4469553096756079,0.01,0.11458236832079959,False
food poisoning,0.19933471083641052,0.02,0.054998574456733555,False
cardiopulmonary,0.17767304182052612,0.0,0.04455183578676132,False
epilepsy,0.17050397396087646,0.0,0.042754179086822046,False
fire,0.13623948395252228,0.02,0.039177332481831494,False
choking,0.14718495309352875,0.0,0.036906892533133326,False
hemorrhage,0.1462595909833908,0.0,0.036674856314516655,False
burn intoxication inhalation,0.12478058785200119,0.0,0.0312889575278024,False
electrocution,0.11731266230344772,0.0,0.029416361723183963,False
hypoglycemia,0.1105206087231636,0.0,0.027713242033988977,False
sting,0.9773465003623655,0.95,0.43324430688334015,True
chemical burn,0.5200014051737104,0.04,0.1258815789441938,False
severe burn,0.49759261578983016,0.02,0.11634859327766921,False
fire,0.3807037043878916,0.01,0.08782549249575029,False
food poisoning,0.187914177775383,0.01,0.04448872621324749,False
hemorrhage,0.15091027319431305,0.0,0.03392281393063116,False
epilepsy,0.1274700164794922,0.0,0.02865372621253232,False
cardiopulmonary,0.12689171731472015,0.0,0.028523731517356456,False
hypoglycemia,0.1263589859008789,0.0,0.028403979904399867,False
choking,0.11607500910758972,0.0,0.026092265639748834,False
burn intoxication inhalation,0.1147652417421341,0.0,0.025797845692781044,False
electrocution,0.09260699898004532,0.0,0.020816939288349337,False
sting,0.6971574839055696,0.56,0.2558194653222247,True
severe burn,0.4873047068721666,0.33,0.166313652660147,False
chemical burn,0.42404608209906314,0.12,0.11070814883180356,False
hemorrhage,0.2652451694011688,0.15,0.08449840101482692,False
cardiopulmonary,0.36914947628974915,0.03,0.08122308216379323,False
burn intoxication inhalation,0.3141650855541229,0.08,0.08020880655451663,False
fire,0.2735733389854431,0.03,0.061774256813135996,False
choking,0.20326952636241913,0.02,0.045433202751446765,False
food poisoning,0.16039779782295227,0.0,0.03263941025944853,False
hypoglycemia,0.15853483974933624,0.0,0.032260316196523656,False
electrocution,0.11125296354293823,0.01,0.02467381270795475,False
epilepsy,0.12014053761959076,0.0,0.024447444724178178,False
food poisoning,0.5544988461889209,0.33,0.2006542781387142,False
chemical burn,0.5488853885400564,0.24,0.17896374749806523,False
sting,0.4727906350949364,0.28,0.17077541946538122,True
hypoglycemia,0.533013084436874,0.1,0.14360310819773783,False
fire,0.1884819120168686,0.05,0.05410116260871218,False
burn intoxication inhalation,0.170053631067276,0.04,0.047652023395876306,False
epilepsy,0.177751362323761,0.0,0.04032404502156834,False
severe burn,0.1481020450592041,0.02,0.03813503505440605,False
cardiopulmonary,0.1637190729379654,0.0,0.037140729509657584,False
choking,0.1459851711988449,0.0,0.033117679318718084,False
hemorrhage,0.14391249418258667,0.0,0.03264747914570037,False
electrocution,0.10088005661964417,0.0,0.022885292645462428,False
sting,0.3521845042705536,0.53,0.1974748801434257,True
severe burn,0.6361215415960646,0.19,0.1849253207473623,False
chemical burn,0.5332294668857367,0.07,0.13503146574847363,False
burn intoxication inhalation,0.3727123439311981,0.05,0.09462314181315438,False
fire,0.23645205795764923,0.11,0.07755246015934084,False
hypoglycemia,0.3061859607696533,0.0,0.06853899112021068,False
food poisoning,0.22386038303375244,0.01,0.05234908444472366,False
epilepsy,0.19294273853302002,0.0,0.043189768106227475,False
cardiopulmonary,0.18337896466255188,0.0,0.041048940320603265,False
hemorrhage,0.17307674884796143,0.01,0.04098129003715939,False
choking,0.15901705622673035,0.0,0.03559558569337945,False
electrocution,0.1281634122133255,0.0,0.02868907166593915,False
sting,0.793105238832122,0.64,0.31559659754,True
food poisoning,0.43906715512275696,0.28,0.1583520465980889,False
hemorrhage,0.2602872848510742,0.27,0.11677918570314326,False
burn intoxication inhalation,0.1869434118270874,0.09,0.060988122934345336,False
chemical burn,0.24290353059768677,0.01,0.055694091124478165,False
choking,0.24673344194889069,0.0,0.05433532211623206,False
fire,0.1110193058848381,0.12,0.05087477522775853,False
epilepsy,0.1913529336452484,0.01,0.044341684784380164,False
hypoglycemia,0.16687025129795074,0.02,0.041152327053900754,False
electrocution,0.1043187752366066,0.07,0.038388257094674964,False
severe burn,0.14884063601493835,0.0,0.03277749395451534,False
cardiopulmonary,0.13949811458587646,0.0,0.030720095868482757,False
sting,0.34987059235572815,0.41,0.2580920223536143,True
severe burn,0.44376014978531547,0.0,0.1507242886488993,False
chemical burn,0.40096513077364887,0.03,0.14637842717459706,False
burn intoxication inhalation,0.14355523884296417,0.1,0.08272417011549628,False
food poisoning,0.21306684613227844,0.01,0.0757652342615865,False
hypoglycemia,0.14899249374866486,0.01,0.054002213881475206,False
choking,0.14090514183044434,0.01,0.051255323775374395,False
epilepsy,0.12047997117042542,0.0,0.04092133545539735,False
cardiopulmonary,0.10957065224647522,0.0,0.03721595691869941,False
electrocution,0.10911642760038376,0.0,0.03706167833667249,False
hemorrhage,0.10724363476037979,0.0,0.036425579379312505,False
fire,0.08665845543146133,0.0,0.029433769698875234,False
severe burn,0.49566974885426196,0.32,0.2540905941059831,False
sting,0.30285748839378357,0.04,0.106804087122308,True
chemical burn,0.23937752842903137,0.05,0.09014445886063022,False
hemorrhage,0.24584011733531952,0.04,0.08904251424681944,False
burn intoxication inhalation,0.15834885835647583,0.12,0.08670890012516068,False
food poisoning,0.2202768474817276,0.05,0.08419437504724069,False
choking,0.18969517946243286,0.02,0.06532248229827424,False
epilepsy,0.19246287643909454,0.01,0.06306953596241242,False
hypoglycemia,0.15754656493663788,0.0,0.04907758359352817,False
cardiopulmonary,0.1436820775270462,0.01,0.04787375091100254,False
fire,0.10935455560684204,0.0,0.0340652133309689,False
electrocution,0.0950414165854454,0.0,0.029606504395671605,False
severe burn,0.47076434176885207,0.0,0.141510506800087,False
sting,0.3299567699432373,0.14,0.14126775286105495,True
chemical burn,0.42432847741051577,0.04,0.13957590312211351,False
hemorrhage,0.25130268931388855,0.19,0.1326544125716992,False
hypoglycemia,0.29262030124664307,0.0,0.08796088287786794,False
food poisoning,0.2296907901763916,0.05,0.08407430630039428,False
epilepsy,0.21739095449447632,0.01,0.06835311504554979,False
burn intoxication inhalation,0.11781708896160126,0.07,0.05645731650959072,False
choking,0.14124737679958344,0.0,0.04245858511710752,False
cardiopulmonary,0.13618965446949005,0.0,0.04093824726081115,False
electrocution,0.10772641748189926,0.0,0.032382274061671414,False
fire,0.10767459869384766,0.0,0.03236669747205251,False
sting,0.5110028468298949,0.24,0.22572686624919056,True
food poisoning,0.5169813450760268,0.23,0.22451813449491279,False
severe burn,0.47173725808521005,0.06,0.15982280951685685,False
hypoglycemia,0.20434613525867462,0.03,0.07043677524371784,False
chemical burn,0.19040098786354065,0.01,0.06023397537656099,False
burn intoxication inhalation,0.15734051167964935,0.03,0.05630842386479725,False
fire,0.08419619500637054,0.06,0.04334065491394557,False
hemorrhage,0.130365788936615,0.0,0.039183687687712375,False
epilepsy,0.12328454852104187,0.0,0.03705529867439285,False
cardiopulmonary,0.09629826247692108,0.0,0.02894410468071228,False
choking,0.09146182984113693,0.0,0.027490431385984882,False
electrocution,0.08962665498256683,0.0,0.02693883791121586,False
severe burn,0.23795422911643982,0.13,0.1311527860418031,False
hypoglycemia,0.310854971408844,0.04,0.12505796470224925,False
hemorrhage,0.2941037714481354,0.05,0.12265158202226639,False
food poisoning,0.2437025010585785,0.04,0.1011222877100986,False
epilepsy,0.227988600730896,0.02,0.08839250460734054,False
cardiopulmonary,0.2203906625509262,0.02,0.08568431244205607,False
sting,0.22133512794971466,0.0,0.07889220012290672,True
choking,0.18238261342048645,0.01,0.06857243031745511,False
chemical burn,0.17908787727355957,0.0,0.06383368417082949,False
burn intoxication inhalation,0.15780095756053925,0.0,0.05624622191142083,False
electrocution,0.1161045953631401,0.0,0.041384063421956996,False
fire,0.10383288562297821,0.0,0.03700996252961681,False
fire,0.5574128282196712,0.39,0.32513767387536596,True
severe burn,0.5576668919557624,0.12,0.23256497099251616,False
burn intoxication inhalation,0.26132506132125854,0.01,0.09311463458633941,False
food poisoning,0.1960025578737259,0.02,0.07412879277787063,False
choking,0.18657879531383514,0.01,0.06746285287446246,False
chemical burn,0.16193661093711853,0.0,0.055574182053556506,False
hypoglycemia,0.09961473941802979,0.0,0.034186263573126534,False
hemorrhage,0.08579470217227936,0.0,0.02944343697302866,False
epilepsy,0.0679863840341568,0.0,0.02333189302661386,False
cardiopulmonary,0.06423152983188629,0.0,0.022043284170259737,False
sting,0.06402567028999329,0.0,0.021972636306305946,False
electrocution,0.061306267976760864,0.0,0.021039378790554144,False
fire,0.23728442192077637,0.7,0.3103331259660021,True
burn intoxication inhalation,0.3921498232590717,0.08,0.15632792688052166,False
severe burn,0.4141780367986901,0.01,0.14044455775344777,False
chemical burn,0.373103828277234,0.01,0.12684496383197716,False
electrocution,0.13426586985588074,0.01,0.04776616074641654,False
hemorrhage,0.1253775656223297,0.0,0.04151227840301596,False
choking,0.11747072637081146,0.0,0.038894338657035905,False
cardiopulmonary,0.09365131705999374,0.0,0.03100777660904898,False
epilepsy,0.09070438891649246,0.0,0.030032054190771935,False
food poisoning,0.08325665444135666,0.0,0.02756612318095407,False
sting,0.08169474452733994,0.0,0.027048977718213123,False
hypoglycemia,0.06711519509553909,0.0,0.02222171606259474,False
fire,0.8562855704194754,0.87,0.49545228083957527,True
burn intoxication inhalation,0.459607283717665,0.09,0.15773993999022573,False
severe burn,0.4087066073393354,0.0,0.11730076661144402,False
chemical burn,0.14835800230503082,0.0,0.04257946187024517,False
sting,0.11816219240427017,0.0,0.03391311885986203,False
cardiopulmonary,0.1022569015622139,0.01,0.0322182719197889,False
food poisoning,0.09123222529888153,0.0,0.026184088475823424,False
choking,0.08480599522590637,0.0,0.02433972946511713,False
electrocution,0.0672871321439743,0.0,0.019311731305142736,False
hypoglycemia,0.06552613526582718,0.0,0.01880631671164801,False
hemorrhage,0.05707654356956482,0.0,0.016381243160775973,False
epilepsy,0.05495744198560715,0.0,0.01577305079035173,False
fire,0.5568976929373401,0.39,0.30403340468128204,True
severe burn,0.5991877624560236,0.25,0.27266033971662607,False
burn intoxication inhalation,0.27219533920288086,0.01,0.0906083206274309,False
food poisoning,0.20595242083072662,0.0,0.06612796311001423,False
choking,0.16395854949951172,0.03,0.062276926653449756,False
chemical burn,0.18065188825130463,0.0,0.05800437476700156,False
hypoglycemia,0.09885810315608978,0.0,0.03174172448307813,False
hemorrhage,0.08509931713342667,0.0,0.02732400270600299,False
sting,0.07389426976442337,0.0,0.023726244757469737,False
electrocution,0.06873363256454468,0.0,0.022069248325957865,False
cardiopulmonary,0.06778161972761154,0.0,0.02176357253197088,False
epilepsy,0.06124221906065941,0.0,0.019663877639715954,False
fire,0.7030542873491656,0.46,0.36711029953663776,True
severe burn,0.446351741566517,0.11,0.17560870263392755,False
burn intoxication inhalation,0.4544239917684578,0.09,0.17184378826252383,False
chemical burn,0.15024617314338684,0.0,0.04742419870410003,False
cardiopulmonary,0.1310710310935974,0.01,0.044528126540636016,False
food poisoning,0.11531655490398407,0.0,0.036398898549114315,False
electrocution,0.10769332200288773,0.0,0.03399267611891501,False
sting,0.09181900322437286,0.0,0.02898205366980905,False
hemorrhage,0.08479871600866318,0.0,0.0267661470086794,False
choking,0.08395428955554962,0.0,0.026499609451910898,False
hypoglycemia,0.06719119846820831,0.0,0.021208451973561547,False
epilepsy,0.062212780117988586,0.0,0.019637047550184725,False
fire,0.8562855704194754,0.87,0.46382419025968763,True
burn intoxication inhalation,0.4526911792756927,0.09,0.1458120841081111,False
severe burn,0.42948687577495126,0.0,0.11539597259975592,False
sting,0.18290700018405914,0.01,0.05183089906385237,False
chemical burn,0.15069718658924103,0.01,0.043176658441658126,False
choking,0.11518104374408722,0.02,0.0363208957008341,False
cardiopulmonary,0.10391516238451004,0.01,0.030607107454682172,False
hemorrhage,0.10187521576881409,0.0,0.02737217426316041,False
epilepsy,0.08925493061542511,0.0,0.023981313769149203,False
electrocution,0.0838145837187767,0.0,0.02251958313934582,False
food poisoning,0.07806073874235153,0.0,0.02097362079522353,False
hypoglycemia,0.06768376380205154,0.0,0.018185500404539756,False
fire,0.5805808970444702,0.36,0.2851472258929198,True
severe burn,0.5612237181282154,0.28,0.25502602735535573,False
burn intoxication inhalation,0.3186436593532562,0.05,0.11175829440923209,False
chemical burn,0.27089574933052063,0.0,0.08212496306325645,False
sting,0.1743534356355667,0.03,0.06195194422539305,False
hemorrhage,0.15465852618217468,0.0,0.046886397374334046,False
choking,0.11694963276386261,0.0,0.03545454033416806,False
electrocution,0.10191509872674942,0.0,0.03089665946847489,False
food poisoning,0.08626503497362137,0.01,0.029183781809163433,False
hypoglycemia,0.07282891124486923,0.0,0.022078868571040394,False
cardiopulmonary,0.07043282687664032,0.0,0.021352469796886295,False
epilepsy,0.0598323717713356,0.0,0.018138827699775782,False
fire,0.5977239694130081,0.33,0.34184585765610453,True
severe burn,0.3957004988518588,0.01,0.14949170179280108,False
chemical burn,0.24748986959457397,0.07,0.11698802698538979,False
food poisoning,0.08267506957054138,0.17,0.09310520016024768,False
burn intoxication inhalation,0.17126594483852386,0.01,0.0667925098630102,False
cardiopulmonary,0.12897826731204987,0.0,0.04752565187701593,False
hemorrhage,0.10460255295038223,0.0,0.03854373779839532,False
choking,0.10190533101558685,0.0,0.037549870898338424,False
epilepsy,0.08565359562635422,0.01,0.03524624404764547,False
electrocution,0.08095046877861023,0.0,0.029828465513073672,False
sting,0.07184954732656479,0.0,0.026474976326841062,False
hypoglycemia,0.045071233063936234,0.0,0.01660775708113705,False
fire,0.5976952431679852,0.38,0.2748299990031097,True
severe burn,0.5268305033952158,0.04,0.1593359769024398,False
burn intoxication inhalation,0.4310095359962273,0.09,0.14645570923970574,False
chemical burn,0.340744584024315,0.02,0.10140525318148158,False
hemorrhage,0.14762796461582184,0.04,0.05274219516629265,False
cardiopulmonary,0.1748543232679367,0.01,0.051962524963127636,False
electrocution,0.10602682083845139,0.07,0.049481115238728925,False
food poisoning,0.12084463983774185,0.03,0.04240240760699709,False
epilepsy,0.13964785635471344,0.0,0.03925499330281394,False
choking,0.11177042871713638,0.0,0.03141865221045151,False
hypoglycemia,0.09037794172763824,0.0,0.025405227046442967,False
sting,0.09002475440502167,0.0,0.025305946138408572,False
fire,0.6783562149057561,0.69,0.49951838694326867,True
severe burn,0.43039329541616433,0.01,0.1607655566223039,False
burn intoxication inhalation,0.14974331855773926,0.01,0.058314292683226784,False
chemical burn,0.1329539269208908,0.01,0.05218532587119315,False
sting,0.10372494161128998,0.0,0.037864786197521545,False
choking,0.10136888921260834,0.0,0.03700470935428206,False
cardiopulmonary,0.08158483356237411,0.0,0.02978254055207327,False
food poisoning,0.07889002561569214,0.0,0.02879880100824316,False
hemorrhage,0.07187297940254211,0.0,0.026237228540988727,False
electrocution,0.07172888517379761,0.0,0.026184626947977914,False
hypoglycemia,0.06739354133605957,0.0,0.024602009836233736,False
epilepsy,0.051340192556381226,0.0,0.018741735442687087,False
fire,0.5891741177703083,0.36,0.3375715006772081,True
severe burn,0.49606112330919905,0.23,0.25822189879620927,False
electrocution,0.14726799726486206,0.05,0.07015789055512525,False
burn intoxication inhalation,0.18518319725990295,0.0,0.06585996038964516,False
chemical burn,0.14345413446426392,0.0,0.05101911919301853,False
cardiopulmonary,0.10731774568557739,0.01,0.04172377514905123,False
hemorrhage,0.09578074514865875,0.0,0.03406419251271474,False
choking,0.09448627382516861,0.0,0.03360381688818689,False
food poisoning,0.09128466248512268,0.0,0.03246517148645248,False
hypoglycemia,0.08327978104352951,0.0,0.029618254582176283,False
epilepsy,0.07121603190898895,0.0,0.025327811108320723,False
sting,0.05726626142859459,0.0,0.02036660866189151,False
fire,0.5664378281340074,0.39,0.4059886196470504,True
severe burn,0.4118564207746811,0.02,0.1833143639854687,False
burn intoxication inhalation,0.16425029933452606,0.01,0.07396574708669681,False
chemical burn,0.13840019702911377,0.03,0.07148249633070979,False
choking,0.10081280022859573,0.0,0.04279300588456739,False
hemorrhage,0.08894772827625275,0.0,0.03775652150236483,False
cardiopulmonary,0.08387777209281921,0.0,0.03560442708280491,False
food poisoning,0.0812968984246254,0.0,0.03450889812398311,False
epilepsy,0.07882089167833328,0.0,0.03345788306414895,False
electrocution,0.07072806358337402,0.0,0.030022640322105262,False
sting,0.06883324682712555,0.0,0.029218328722621312,False
hypoglycemia,0.05156208574771881,0.0,0.021887068247478582,False
fire,0.5663717093091409,0.42,0.3621034425496766,True
severe burn,0.43137098692313813,0.13,0.20608292491960467,False
choking,0.181816965341568,0.02,0.07408831500884705,False
food poisoning,0.17602966725826263,0.0,0.0646216308755808,False
chemical burn,0.1558525413274765,0.01,0.060885542036029285,False
burn intoxication inhalation,0.15494786202907562,0.01,0.06055342840659051,False
electrocution,0.08951796591281891,0.01,0.03653368979713817,False
hemorrhage,0.08865895122289658,0.0,0.032547275177975545,False
sting,0.08435805141925812,0.0,0.03096838700604135,False
